ticker,vcp_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,ml_score,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,cerebro_signal,cerebro_score_adj,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern
RLI,0.0,RLI Corp.,56.5,Financial Services,Insurance - Property & Casualty,60.0,60.0,36.0,75.0,50.0,57.65,5299198464,15,9.2,False,flat,,,0,14.2,False,0,4.6,4.4,False,81.79,-29.5,0.0,False,"{'roe_pct': 24.4, 'debt_to_equity': 0.06, 'current_ratio': 0.55, 'operating_margin_pct': 27.0}",{'profit_margin_pct': 21.4},59.75,70.0,52.0,4.0,none,3.6,535.84,829.5,131.1,127.4,21.92,12.64,1.11,14.4,0.84,False,,95.4,62.2,29.0,2026-04-22,False,False,5.0,NEUTRAL,9.75,,0.16,,,,,,50.0,0.0,0.0,15.0,17.0,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.7x ratio, 40% up volume)",HIGH_FLOAT,81.8,50.0,32.0,15,False,flat,9.2,0.0,,0,False,0,0.0,16,38.0,60.5,Medio,39.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,0/3,52.599999999999994,0.0,0.0,8.0,0.0,0.0,5.0,0.45,-3.0,0.0,,0,,BEST,5.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
BSX,62.66666666666666,Boston Scientific Corporation,56.0,Healthcare,Medical Devices,55.0,70.0,15.0,80.0,70.0,69.54,103348617216,15,3.4,False,down,,,0,13.4,True,1,1.8,1.3,False,109.5,-36.5,0.0,False,"{'roe_pct': 12.4, 'debt_to_equity': 0.49, 'current_ratio': 1.62, 'operating_margin_pct': 19.7}",{'profit_margin_pct': 14.4},102.48,124.0,83.0,33.0,strong_buy,47.4,60.28,-13.3,35.89,-48.4,3.14,2.18,,,,False,,10.7,18.5,29.0,2026-04-22,False,False,8.0,STRONG,3.29,50.5,0.96,,,,,,50.0,0.0,25.1,15.0,16.8,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.7x ratio, 40% up volume)",MEGA_FLOAT,1479.6,53.0,56.9,15,False,down,3.4,0.0,,0,True,1,2.0,30,38.0,23.7,Bottom 25%,15.4,-3.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,0/3,52.400000000000006,0.0,0.0,3.0,0.0,0.0,5.0,5.92,3.0,10.0,88,0,,,0.0,14.43333333333333,🔵 DECENT,🟡 Average,,,,,,,
EME,78.1125,"EMCOR Group, Inc.",68.8,Industrials,Engineering & Construction,50.0,70.0,85.4,85.0,65.0,744.66,33335347200,95,90.5,False,up,,,0,16.7,True,1,2.2,1.8,False,835.0,-10.8,8.0,True,"{'roe_pct': 38.5, 'debt_to_equity': 0.13, 'current_ratio': 1.22, 'operating_margin_pct': 9.5}",{'profit_margin_pct': 7.5},869.29,1000.0,770.0,7.0,buy,16.7,943.86,26.8,846.6,13.7,2.97,22.26,0.21,3.5,0.31,True,-1.76,73.1,53.0,36.0,2026-04-29,False,False,6.0,NEUTRAL,5.33,98.2,0.45,,,,,,50.0,76.9,31.2,15.0,20.6,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 55% up volume)",MEDIUM_FLOAT,44.0,15.0,66.9,95,False,up,90.5,5.0,,0,True,1,2.0,3,38.0,94.7,Top 10%,70.6,5.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,False,2/3,52.22,5.0,0.0,0.0,0.0,3.0,5.0,2.09,1.0,2.0,41,0,,,0.0,69.93625,🔵 DECENT,🟡 Average,HOLD,65.0,Close to ATH (-10.8% from high) - wait for pullback | Strong upside (+16.7%) - analyst support,-10.8,NEUTRAL,BUY,False
DLX,0.0,Deluxe Corporation,53.0,Industrials,Conglomerates,50.0,30.0,91.0,45.0,55.0,27.27,1246070400,100,100.0,True,up,,,0,-0.2,False,0,9.5,4.8,True,28.6,-4.7,8.0,True,"{'roe_pct': 12.6, 'debt_to_equity': 2.22, 'current_ratio': 1.03, 'operating_margin_pct': 10.0}",{'profit_margin_pct': 3.8},32.67,35.0,31.0,3.0,none,19.8,60.68,122.5,18.0,-34.0,15.12,4.12,4.4,66.7,5.59,False,,2.0,-3.5,36.0,2026-04-29,False,False,6.0,NEUTRAL,8.92,144.7,,,,,,,50.0,43.9,0.0,15.0,15.9,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 49% up volume)",MEDIUM_FLOAT,43.7,15.0,30.9,100,True,up,100.0,10.0,,0,False,0,0.0,,38.0,,Sin datos suficientes,100.0,0.0,3.0,5.0,10.0,0.0,0.0,0.0,0.0,False,2/3,52.2,5.0,0.0,8.0,5.0,0.0,0.0,2.48,1.0,2.0,6,0,,BEST,5.0,35.3,🔵 DECENT,🟡 Average,,,,,,,
BF-B,58.42307692307692,Brown Forman Inc,58.5,Consumer Defensive,Beverages - Wineries & Distilleries,60.0,60.0,36.0,85.0,55.0,22.93,10518074368,15,1.3,False,down,,,0,18.1,False,0,17.3,11.4,True,36.18,-36.6,0.0,False,"{'roe_pct': 20.4, 'debt_to_equity': 0.67, 'current_ratio': 2.77, 'operating_margin_pct': 31.9}",{'profit_margin_pct': 20.6},28.32,37.0,22.0,17.0,hold,23.5,30.35,32.4,17.2,-25.0,5.69,2.06,3.99,52.9,1.71,True,-2.86,10.6,0.5,72.0,2026-06-04,False,False,4.0,NEUTRAL,9.34,28.6,10.37,,,,,,50.0,5.899999999999999,23.4,15.0,17.6,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",MEGA_FLOAT,322.8,43.0,55.9,15,False,down,1.3,0.0,,0,False,0,0.0,,38.0,,Sin datos suficientes,1.3,0.0,3.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,0/3,51.85,0.0,0.0,6.0,5.0,3.0,1.0,2.94,1.0,0.0,32,0,,,0.0,12.56153846153846,🔵 DECENT,🟡 Average,,,,,,,
PACS,0.0,"PACS Group, Inc.",55.8,Healthcare,Medical Care Facilities,50.0,50.0,74.0,50.0,60.0,34.13,5364042240,80,82.0,False,down,,,0,6.3,False,0,8.4,3.7,True,43.08,-20.8,7.0,True,"{'roe_pct': 23.0, 'debt_to_equity': 3.78, 'current_ratio': 1.07, 'operating_margin_pct': 7.0}",{'profit_margin_pct': 3.6},46.4,52.0,42.0,5.0,none,36.0,65.27,91.2,36.6,7.2,4.51,1.54,,,,False,,11.0,28.6,44.0,2026-05-07,False,False,8.0,STRONG,3.57,7.4,0.25,,,,,,50.0,14.7,0.0,15.0,16.7,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 36% up volume)",MEDIUM_FLOAT,45.9,30.0,31.7,80,False,down,82.0,3.0,,0,False,0,0.0,,38.0,,Sin datos suficientes,82.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,False,1/3,51.31999999999999,0.0,0.0,3.0,0.0,0.0,5.0,4.5,3.0,10.0,127,0,,WATCH,3.0,16.08,🔵 DECENT,🟡 Average,,,,,,,
TBBK,0.0,"The Bancorp, Inc.",51.0,Financial Services,Banks - Regional,60.0,40.0,24.0,75.0,70.0,53.74,2360133376,15,11.6,False,down,,,0,-1.6,True,1,11.1,4.9,True,81.65,-34.2,3.0,False,"{'roe_pct': 30.8, 'operating_margin_pct': 59.7}",{'profit_margin_pct': 43.4},72.0,76.0,66.0,3.0,buy,34.0,,,58.55,9.0,,,,,,True,-16.03,,8.3,30.0,2026-04-23,False,False,5.0,NEUTRAL,,,0.56,,,,,,50.0,5.0,0.0,15.0,15.3,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,50,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 49% up volume)",MEDIUM_FLOAT,39.9,40.0,30.3,15,False,down,11.6,0.0,,0,True,1,2.0,2,38.0,97.4,Top 10%,74.9,5.0,3.0,-5.0,0.0,0.0,0.0,0.0,0.0,False,0/3,50.699999999999996,0.0,0.0,0.0,0.0,3.0,3.0,4.25,3.0,0.0,,0,,WATCH,6.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
T,76.33333333333334,AT&T Inc.,59.1,Communication Services,Telecom Services,55.0,60.0,66.6,55.0,60.0,28.76,203892572160,60,58.0,False,up,,,0,9.3,True,1,1.5,2.1,False,29.79,-3.5,5.0,False,"{'roe_pct': 18.8, 'debt_to_equity': 1.24, 'current_ratio': 0.91, 'operating_margin_pct': 18.4}",{'profit_margin_pct': 17.5},29.96,34.0,25.0,23.0,buy,4.2,26.45,-8.0,30.4,5.7,6.17,1.8,3.86,27.4,6.43,True,-3.22,5.0,-5.6,29.0,2026-04-22,False,False,6.0,NEUTRAL,9.38,21.9,,,,,,,50.0,37.3,30.5,15.0,17.7,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,50,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,75,"Strong institutional buying (1.9x ratio, 63% up volume)",MEGA_FLOAT,6985.9,38.0,63.3,60,False,up,58.0,2.0,,0,True,1,2.0,11,38.0,73.7,Medio,45.8,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,False,1/3,50.64,0.0,0.0,6.0,5.0,3.0,0.0,0.52,-3.0,2.0,39,0,,,0.0,63.57666666666667,🔵 DECENT,🟡 Average,,,,,,,
CMPR,0.0,Cimpress PLC,65.1,Industrials,Specialty Business Services,50.0,90.0,73.1,40.0,70.0,71.99,1776121728,80,84.1,False,down,,,0,32.0,True,1,13.8,14.0,True,82.43,-12.7,7.0,True,"{'current_ratio': 0.68, 'operating_margin_pct': 8.6}",{'profit_margin_pct': 0.7},97.5,100.0,95.0,2.0,strong_buy,35.4,111.84,55.4,9.8,-86.4,10.39,7.6,,,,True,-2.98,2.0,-8.7,36.0,2026-04-29,False,False,5.0,NEUTRAL,6.53,54.9,,,,,,,50.0,37.5,0.0,15.0,19.5,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 49% up volume)",LOW_FLOAT,13.7,15.0,34.5,80,False,down,84.1,3.0,,0,True,1,2.0,19,38.0,52.6,Medio,30.8,0.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,False,2/3,50.53999999999999,5.0,0.0,8.0,0.0,3.0,0.0,4.42,3.0,0.0,35,0,,BEST,5.0,26.009999999999998,🔵 DECENT,🟡 Average,,,,,,,
BFST,0.0,"Business First Bancshares, Inc.",58.8,Financial Services,Banks - Regional,60.0,50.0,65.1,65.0,55.0,26.81,879704640,60,67.0,False,up,,,0,6.4,False,0,1.0,1.6,False,30.32,-11.6,6.0,False,"{'roe_pct': 10.4, 'operating_margin_pct': 36.2}",{'profit_margin_pct': 28.1},32.88,35.0,31.0,4.0,none,22.6,,,83.7,212.2,,,2.16,20.4,2.2,True,-0.42,,18.8,30.0,2026-04-23,False,False,7.0,NEUTRAL,,,0.22,,,,,,50.0,27.6,0.0,15.0,17.6,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (0.8x ratio, 43% up volume)",MEDIUM_FLOAT,30.9,20.0,32.6,60,False,up,67.0,2.0,,0,False,0,0.0,2,38.0,97.4,Top 10%,74.9,5.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,1/3,50.519999999999996,0.0,0.0,0.0,3.0,3.0,5.0,2.82,1.0,5.0,,0,,WATCH,3.0,22.38,🔵 DECENT,🟡 Average,,,,,,,
APG,0.0,APi Group Corporation,64.1,Industrials,Engineering & Construction,50.0,70.0,76.7,65.0,65.0,41.46,17888169984,80,89.6,False,up,,,0,23.2,False,0,1.8,2.7,False,46.89,-11.6,7.0,True,"{'roe_pct': 9.5, 'debt_to_equity': 0.9, 'current_ratio': 1.5, 'operating_margin_pct': 9.7}",{'profit_margin_pct': 3.8},52.0,54.0,50.0,11.0,strong_buy,25.4,36.98,-10.8,,,3.88,1.61,,,,True,-0.42,3.9,,37.0,2026-04-30,False,False,9.0,STRONG,2.76,31.2,1.49,,,,,,50.0,31.200000000000003,0.0,15.0,19.2,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.0x ratio, 50% up volume)",MEGA_FLOAT,347.7,18.0,34.2,80,False,up,89.6,5.0,,0,False,0,0.0,3,38.0,94.7,Top 10%,70.6,5.0,0.0,3.0,7.0,0.0,0.0,0.0,5.0,False,2/3,50.39,5.0,0.0,3.0,0.0,3.0,0.0,3.18,3.0,10.0,107,0,,WATCH,3.0,25.91,🔵 DECENT,🟡 Average,,,,,,,
CLX,60.023809523809526,Clorox Company (The),52.2,Consumer Defensive,Household & Personal Products,55.0,60.0,42.3,45.0,55.0,105.88,12915281920,15,15.5,False,up,,,0,0.3,True,1,7.2,3.4,False,150.84,-29.8,1.0,False,"{'roe_pct': 987.2, 'debt_to_equity': 91.91, 'current_ratio': 0.74, 'operating_margin_pct': 14.0}",{'profit_margin_pct': 11.2},123.47,163.0,94.0,17.0,hold,16.6,122.23,15.4,61.1,-42.3,7.78,8.31,4.68,80.5,3.27,True,-2.56,11.6,-6.5,42.0,2026-05-05,False,False,7.0,NEUTRAL,7.31,72.9,,,,,,,50.0,19.700000000000003,24.0,15.0,15.7,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",HIGH_FLOAT,120.5,35.0,54.7,15,False,up,15.5,2.0,,0,True,1,2.0,25,38.0,36.8,Bajo 50%,23.7,0.0,1.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,50.330000000000005,0.0,0.0,6.0,0.0,3.0,0.0,2.08,1.0,5.0,23,0,,,0.0,27.731904761904765,🔵 DECENT,🟡 Average,,,,,,,
EFX,61.74074074074074,"Equifax, Inc.",48.3,Industrials,Consulting Services,55.0,50.0,24.0,50.0,70.0,179.65,21988087808,15,8.9,False,down,,,0,7.5,False,0,4.7,2.2,False,281.03,-36.1,0.0,False,"{'roe_pct': 13.8, 'debt_to_equity': 1.11, 'current_ratio': 0.6, 'operating_margin_pct': 18.1}",{'profit_margin_pct': 10.9},237.35,270.0,195.0,20.0,buy,32.1,122.54,-31.8,53.2,-70.4,4.56,8.33,1.15,35.5,0.7,True,-3.64,5.2,2.4,28.0,2026-04-21,False,False,8.0,STRONG,4.13,57.3,7.23,,,,,,50.0,4.200000000000003,24.7,15.0,14.5,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",HIGH_FLOAT,119.7,40.0,54.2,15,False,down,8.9,0.0,,0,False,0,0.0,,38.0,,Sin datos suficientes,8.9,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,0/3,50.32,5.0,0.0,3.0,0.0,3.0,1.0,4.01,3.0,10.0,68,0,,,0.0,13.20037037037037,🔵 DECENT,🟡 Average,,,,,,,
LPG,0.0,Dorian LPG Ltd.,71.9,Energy,Oil & Gas Midstream,60.0,80.0,79.4,80.0,60.0,33.33,1424661120,80,82.2,False,up,,,0,58.1,False,0,4.6,2.6,False,38.4,-13.2,8.0,True,"{'roe_pct': 11.2, 'debt_to_equity': 0.62, 'current_ratio': 2.42, 'operating_margin_pct': 43.3}",{'profit_margin_pct': 30.4},36.12,41.0,26.5,4.0,buy,8.4,100.74,202.3,84.9,154.7,7.13,2.38,7.35,86.6,,True,-0.47,5.4,85.1,58.0,2026-05-21,False,False,4.0,NEUTRAL,6.84,7.6,0.08,,,,,,50.0,42.6,0.0,15.0,21.6,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.7x ratio, 62% up volume)",MEDIUM_FLOAT,36.8,15.0,36.6,80,False,up,82.2,5.0,,0,False,0,0.0,6,38.0,86.8,Top 25%,64.4,3.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,False,2/3,50.160000000000004,0.0,0.0,6.0,0.0,3.0,5.0,1.05,0.0,0.0,81,0,,,0.0,31.19,🔵 DECENT,🟡 Average,,,,,,,
NIC,0.0,Nicolet Bankshares Inc.,62.0,Financial Services,Banks - Regional,60.0,60.0,68.7,65.0,55.0,142.29,3040289280,60,74.4,False,up,,,0,16.2,False,0,3.2,2.9,False,163.11,-12.8,7.0,True,"{'roe_pct': 12.4, 'operating_margin_pct': 52.8}",{'profit_margin_pct': 38.9},175.0,190.0,157.0,5.0,none,23.0,,,196.58,38.2,,,0.9,12.7,,True,-2.94,,10.1,21.0,2026-04-14,False,True,7.0,NEUTRAL,,,0.49,,,,,,50.0,35.6,0.0,15.0,18.6,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 55% up volume)",LOW_FLOAT,19.5,15.0,33.6,60,False,up,74.4,2.0,,0,False,0,0.0,2,38.0,97.4,Top 10%,74.9,5.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,False,2/3,49.8,0.0,0.0,0.0,0.0,3.0,3.0,2.88,1.0,5.0,,0,,WATCH,3.0,25.7,⚪ WEAK,🟡 Average,,,,,,,
CDNS,67.0,"Cadence Design Systems, Inc.",64.4,Technology,Software - Application,60.0,80.0,32.0,90.0,65.0,292.52,80699097088,35,28.0,False,down,,,0,15.9,True,2,2.2,1.6,False,376.45,-22.3,2.0,False,"{'roe_pct': 21.9, 'debt_to_equity': 0.49, 'current_ratio': 2.86, 'operating_margin_pct': 32.8}",{'profit_margin_pct': 20.9},371.82,410.0,275.0,26.0,strong_buy,27.1,129.86,-55.6,59.42,-79.7,1.87,5.47,,,,True,-1.36,14.1,14.6,34.0,2026-04-27,False,False,7.0,NEUTRAL,2.07,44.0,2.11,BEARISH,2.77,50.0,1.0,1.0,50.0,0.0,26.8,15.0,19.3,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,33,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 45% up volume)",MEGA_FLOAT,271.3,53.0,61.1,35,False,down,28.0,0.0,,0,True,2,2.0,29,38.0,26.3,Bajo 50%,15.8,0.0,0.0,0.0,-5.0,-8.0,0.0,0.0,0.0,False,0/3,49.760000000000005,0.0,0.0,0.0,0.0,3.0,3.0,3.39,3.0,5.0,105,0,,,0.0,32.44,⚪ WEAK,🟡 Average,,,,,,,
IT,0.0,"Gartner, Inc.",49.2,Technology,Information Technology Services,55.0,70.0,15.0,45.0,55.0,162.59,11719022592,15,6.1,False,down,,,0,14.2,True,1,12.5,3.4,True,451.73,-64.0,0.0,False,"{'roe_pct': 86.9, 'debt_to_equity': 10.47, 'current_ratio': 1.0, 'operating_margin_pct': 19.0}",{'profit_margin_pct': 11.2},190.46,255.0,150.0,13.0,hold,17.1,192.74,18.5,96.6,-40.6,7.87,13.1,,,,True,-16.99,8.7,-13.7,42.0,2026-05-05,False,False,6.0,NEUTRAL,8.36,255.4,,,,,,,50.0,0.0,0.0,15.0,14.8,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",HIGH_FLOAT,68.0,40.0,29.8,15,False,down,6.1,0.0,,0,True,1,2.0,37,38.0,5.3,Bottom 25%,8.4,-3.0,3.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,0/3,49.730000000000004,0.0,0.0,6.0,0.0,3.0,-3.0,2.14,1.0,2.0,4,0,,WATCH,6.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
FFIV,89.82,"F5, Inc.",64.3,Technology,Software - Infrastructure,60.0,60.0,60.3,95.0,50.0,289.75,16461014016,60,56.4,False,up,,,0,12.5,False,0,4.3,2.5,False,346.0,-16.3,4.0,False,"{'roe_pct': 20.8, 'debt_to_equity': 0.08, 'current_ratio': 1.55, 'operating_margin_pct': 26.0}",{'profit_margin_pct': 22.5},310.3,345.0,250.0,10.0,none,7.1,236.76,-18.3,120.8,-58.3,4.14,12.06,,,,True,-4.12,59.0,5.0,34.0,2026-04-27,False,False,7.0,NEUTRAL,5.12,63.4,1.74,,,,,,50.0,37.2,35.9,15.0,19.3,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",HIGH_FLOAT,55.9,35.0,70.2,60,False,up,56.4,2.0,,0,False,0,0.0,18,38.0,55.3,Medio,31.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1/3,49.72,0.0,0.0,3.0,0.0,3.0,1.0,0.89,-3.0,5.0,50,0,,,0.0,51.339999999999996,⚪ WEAK,🟡 Average,,,,,,,
DLTR,58.125,"Dollar Tree, Inc.",64.2,Consumer Defensive,Discount Stores,50.0,80.0,62.4,75.0,55.0,108.27,21529833472,60,54.5,False,down,,,0,17.5,True,2,7.5,4.1,False,142.4,-24.0,5.0,False,"{'roe_pct': 31.7, 'debt_to_equity': 1.88, 'current_ratio': 1.07, 'operating_margin_pct': 13.5}",{'profit_margin_pct': 6.6},125.26,165.0,80.0,23.0,hold,15.7,123.2,13.8,59.4,-45.1,5.97,6.51,,,,True,-7.19,20.1,,71.0,2026-06-03,False,False,8.0,STRONG,6.19,17.8,1.44,,,,,,50.0,13.5,23.2,15.0,19.3,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,83,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 44% up volume)",HIGH_FLOAT,184.6,50.0,57.5,60,False,down,54.5,0.0,,0,True,2,2.0,13,38.0,68.4,Medio,44.8,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,False,0/3,49.68,0.0,0.0,6.0,0.0,3.0,0.0,1.96,0.0,10.0,72,0,,,0.0,39.9825,⚪ WEAK,🟡 Average,,,,,,,
CI,65.95652173913044,The Cigna Group,51.7,Healthcare,Healthcare Plans,50.0,60.0,38.7,50.0,65.0,261.49,69850726400,15,15.4,False,flat,,,0,10.5,False,0,2.6,2.8,False,350.0,-25.3,0.0,False,"{'roe_pct': 15.1, 'debt_to_equity': 0.75, 'current_ratio': 0.85, 'operating_margin_pct': 3.5}",{'profit_margin_pct': 2.2},338.8,378.0,290.15,24.0,strong_buy,29.6,545.23,108.5,221.7,-15.2,13.99,37.05,2.39,27.2,1.59,True,-5.18,6.5,-9.3,37.0,2026-04-30,False,False,6.0,NEUTRAL,10.01,,,,,,,,50.0,0.0,26.4,15.0,15.5,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,False,16,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 43% up volume)",MEGA_FLOAT,262.3,53.0,56.9,15,False,flat,15.4,0.0,,0,False,0,0.0,33,38.0,15.8,Bottom 25%,11.1,-3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,0/3,49.68,0.0,0.0,8.0,3.0,3.0,0.0,3.7,3.0,2.0,,0,,,0.0,30.64826086956522,⚪ WEAK,🟡 Average,,,,,,,
FULT,0.0,Fulton Financial Corporation,57.8,Financial Services,Banks - Regional,60.0,50.0,60.3,65.0,55.0,19.86,3575009792,60,64.7,False,up,,,0,5.7,False,0,7.7,5.5,False,22.99,-13.6,6.0,False,"{'roe_pct': 11.7, 'operating_margin_pct': 39.3}",{'profit_margin_pct': 30.7},23.25,24.5,22.0,6.0,none,17.1,,,62.4,214.2,,,3.83,35.1,3.79,True,-1.85,,23.2,21.0,2026-04-14,False,True,6.0,NEUTRAL,,,0.19,,,,,,50.0,33.3,0.0,15.0,17.3,2026-03-24 08:00:31,2026-03-24,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",HIGH_FLOAT,177.5,15.0,32.3,60,False,up,64.7,2.0,,0,False,0,0.0,2,38.0,97.4,Top 10%,74.9,5.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,False,2/3,49.12,0.0,0.0,0.0,5.0,3.0,5.0,2.14,1.0,2.0,,0,,,0.0,22.28,⚪ WEAK,🟡 Average,,,,,,,
